Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: Indica se a medição é média diaria ou instantânea.  0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:28150000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
28150000;2;01/05/2011;;1;1;"77,6647";"29,4546";"57,0501";10;31;1;1;1;;0;"72,0801";"66,6882";"60,5373";"60,2212";"61,4902";"63,7404";"65,3705";"72,7676";"75,8989";"77,6647";"64,0649";"55,5712";"53,1618";"58,9644";"60,8542";"59,5912";"59,5912";"59,2774";"55,8759";"62,1293";"63,7404";"62,1293";"60,2212";"54,3604";"49,9296";"43,1898";"40,1888";"35,7934";"32,9372";"31,0674";"29,4546";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28150000;2;01/04/2011;;1;1;"107,2026";"40,1888";"71,1436";13;7;1;1;1;;0;"49,6403";"50,5103";"48,7774";"45,673";"42,4344";"40,6851";"40,1888";"47,3546";"44,2931";"57,7198";"91,6943";"99,9061";"107,2026";"101,507";"99,9061";"92,0779";"75,8989";"69,36";"73,1125";"83,0743";"93,62";"85,6562";"72,0801";"66,6882";"65,043";"73,4582";"77,31";"78,7332";"79,4492";"81,2525";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
28150000;2;01/03/2011;;1;1;"87,8983";"44,2931";"63,5325";14;29;1;1;1;;0;"73,4582";"64,0649";"62,1293";"58,9644";"64,0649";"71,3955";"71,3955";"68,018";"69,6973";"66,6882";"72,0801";"76,9561";"73,4582";"87,8983";"82,3434";"79,4492";"74,8484";"67,6844";"65,043";"62,7715";"61,8094";"55,5712";"52,271";"51,3872";"52,5672";"51,681";"48,7774";"45,3955";"44,2931";"44,5675";"48,7774";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28150000;2;01/02/2011;;1;1;"100,3052";"31,7653";"65,4677";27;3;1;1;1;;0;"34,596";"31,9988";"31,7653";"33,409";"32,9372";"32,702";"35,3132";"41,6824";"41,6824";"42,4344";"50,5103";"73,4582";"74,4997";"75,5479";"75,8989";"94,0073";"96,347";"90,5477";"85,6562";"83,4409";"80,5289";"78,3763";"76,6029";"76,2505";"86,7739";"85,6562";"100,3052";"90,167";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
28150000;2;01/01/2011;;1;1;"70,0355";"14,4803";"40,0596";12;1;1;1;1;;0;"14,4803";"15,8314";"24,098";"35,3132";"37,0012";"52,8641";"45,673";"35,7934";"34,3577";"43,7466";"58,9644";"70,0355";"58,6521";"47,6376";"47,0724";"51,0941";"47,6376";"41,183";"36,7589";"32,4672";"30,1431";"31,5323";"33,1729";"37,244";"35,0737";"36,2753";"43,1898";"42,9376";"43,1898";"41,183";"37,244";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28150000;2;01/12/2010;;1;1;"59,5912";"6,4682";"22,6898";16;7;1;1;1;;0;"9,7506";"8,7303";"8,3967";"8,0665";"7,2561";"6,7806";"6,4682";"6,7806";"9,4073";"21,7379";"31,7653";"43,4746";"40,9338";"45,3955";"56,4874";"59,5912";"49,3519";"38,7092";"32,4672";"26,742";"23,4482";"20,8953";"18,8269";"18,2172";"16,8151";"15,2486";"14,4803";"14,4803";"14,1";"14,1";"14,4803";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28150000;2;01/11/2010;;1;1;"11,5129";"5,5544";"8,2826";18;5;1;1;1;;0;"6,4682";"6,3134";"6,0068";"5,855";"5,5544";"5,855";"6,4682";"6,7806";"6,4682";"6,7806";"7,0967";"6,7806";"7,0967";"7,7397";"9,0672";"9,4073";"9,9234";"11,5129";"10,097";"9,4073";"8,8984";"8,3967";"8,0665";"10,097";"10,4465";"10,9764";"10,6224";"10,4465";"9,7506";"10,097";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
28150000;2;01/10/2010;;1;1;"14,1";"3,3077";"5,7848";23;1;1;1;1;;0;"3,3077";"3,3077";"3,5718";"3,5718";"3,5718";"3,5718";"3,7058";"3,5718";"3,4391";"3,5718";"3,9775";"4,3941";"4,6776";"4,9655";"4,9655";"4,6776";"4,5352";"4,1152";"4,9655";"5,855";"7,7397";"9,0672";"14,1";"11,1545";"8,8984";"9,4073";"8,5631";"7,5776";"7,0967";"6,7806";"6,6239";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28150000;2;01/09/2010;;1;1;"4,1152";"3,0489";"3,4247";1;23;1;1;1;;0;"4,1152";"3,9775";"3,841";"3,7058";"3,841";"3,7058";"3,7058";"3,5718";"3,5718";"3,5718";"3,5718";"3,5718";"3,3077";"3,3077";"3,3077";"3,3077";"3,3077";"3,4391";"3,3077";"3,4391";"3,3077";"3,1776";"3,0489";"3,1776";"3,3077";"3,0489";"3,0489";"3,0489";"3,0489";"3,0489";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
28150000;2;01/08/2010;;1;1;"6,1597";"4,254";"4,9856";1;28;1;1;1;;0;"6,1597";"5,855";"5,7042";"5,7042";"5,5544";"5,5544";"5,4056";"5,2578";"5,2578";"5,2578";"5,1112";"4,9655";"4,9655";"4,821";"4,821";"4,821";"4,821";"4,821";"4,9655";"5,1112";"4,9655";"4,821";"4,6776";"4,5352";"4,3941";"4,3941";"4,3941";"4,254";"4,3941";"4,3941";"4,3941";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28150000;2;01/07/2010;;1;1;"10,9764";"6,0068";"8,3443";1;31;1;1;1;;0;"10,9764";"10,799";"10,4465";"10,097";"10,097";"9,9234";"9,7506";"9,7506";"9,4073";"9,2369";"9,0672";"8,8984";"9,0672";"8,7303";"8,5631";"8,2312";"8,0665";"8,0665";"7,9027";"7,7397";"7,5776";"7,4164";"7,0967";"7,0967";"6,7806";"6,4682";"6,6239";"6,4682";"6,1597";"6,1597";"6,0068";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28150000;2;01/06/2010;;1;1;"23,0175";"11,1545";"16,646";5;30;1;1;1;;0;"20,686";"20,686";"20,4772";"22,8029";"23,0175";"21,1051";"20,269";"19,6476";"18,8269";"19,6476";"20,0613";"19,0312";"18,0152";"17,0136";"16,4198";"16,0269";"15,4423";"15,0556";"15,2486";"14,8632";"14,1";"13,7223";"13,3472";"12,9749";"12,4214";"12,0559";"11,8742";"11,8742";"11,5129";"11,1545";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
28150000;2;01/05/2010;;1;1;"40,1888";"21,5264";"29,4984";2;31;1;1;1;;0;"39,694";"40,1888";"39,2008";"37,244";"35,7934";"34,8346";"33,8825";"34,596";"35,3132";"33,409";"31,5323";"30,3735";"29,226";"28,3162";"27,6387";"26,742";"25,6318";"24,7524";"24,3156";"23,4482";"22,8029";"22,8029";"25,8528";"28,3162";"28,3162";"28,3162";"27,1894";"26,0744";"24,3156";"22,8029";"21,5264";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28150000;2;01/04/2010;;1;1;"180,4012";"39,2008";"87,1766";15;30;1;1;1;"0,0";0;"50,5103";"52,271";"58,9644";"70,0355";"69,36";"68,018";"67,0195";"98,7131";"122,9424";"128,7078";"124,7034";"130,0556";"170,8932";"178,2809";"180,4012";"153,1748";"123,3815";"94,0073";"81,2525";"75,8989";"70,714";"65,3705";"60,8542";"56,1813";"49,9296";"46,791";"44,2931";"42,6858";"40,6851";"39,2008";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
28150000;2;01/03/2010;;1;1;"87,8983";"43,1898";"57,9337";9;19;1;1;1;;0;"65,6988";"66,3576";"58,6521";"51,681";"46,5103";"51,0941";"62,7715";"78,7332";"87,8983";"74,8484";"72,4235";"72,0801";"66,3576";"60,8542";"55,8759";"52,8641";"48,7774";"44,8427";"43,1898";"43,1898";"44,5675";"47,3546";"51,3872";"54,6619";"56,7944";"64,0649";"63,0937";"58,3405";"52,271";"48,7774";"49,9296";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28150000;2;01/02/2010;;1;1;"94,7843";"33,8825";"57,6144";11;5;1;1;1;;0;"55,2674";"45,9514";"40,1888";"36,7589";"33,8825";"35,0737";"61,1718";"81,979";"81,2525";"75,1978";"94,7843";"87,1479";"74,1518";"63,0937";"58,9644";"53,4603";"58,9644";"52,271";"49,9296";"48,206";"46,5103";"45,673";"45,9514";"47,6376";"56,4874";"58,3405";"61,4902";"63,4167";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
28150000;2;01/01/2010;;1;1;"110,5214";"27,8641";"52,0806";2;18;1;1;1;;0;"99,11";"110,5214";"94,3954";"81,2525";"73,4582";"65,6988";"58,3405";"51,0941";"48,7774";"49,3519";"45,3955";"39,694";"36,7589";"32,9372";"31,0674";"29,226";"28,3162";"27,8641";"28,3162";"29,9132";"47,9214";"55,8759";"62,7715";"55,5712";"50,5103";"45,3955";"40,4367";"40,6851";"44,8427";"48,7774";"60,2212";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28150000;2;01/12/2009;;1;1;"84,9148";"13,7223";"29,652";31;1;1;1;1;;0;"13,7223";"16,6172";"18,6231";"20,4772";"21,7379";"23,6643";"25,6318";"27,8641";"32,2328";"31,9988";"30,6044";"28,5429";"26,519";"25,6318";"26,9654";"29,4546";"31,0674";"28,7702";"26,742";"23,4482";"23,4482";"22,5889";"28,5429";"30,3735";"36,7589";"29,226";"28,3162";"30,1431";"38,7092";"55,8759";"84,9148";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28150000;2;01/11/2009;;1;1;"23,0175";"9,7506";"14,766";16;10;1;1;1;;0;"19,0312";"18,0152";"17,0136";"16,0269";"13,3472";"12,2383";"11,8742";"10,9764";"10,097";"9,7506";"9,7506";"10,4465";"10,799";"13,3472";"20,8953";"23,0175";"21,7379";"20,4772";"15,6365";"17,4125";"18,4199";"18,4199";"16,8151";"15,2486";"13,3472";"12,4214";"11,8742";"11,6932";"10,9764";"11,8742";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
28150000;2;01/10/2009;;1;1;"19,8542";"6,4682";"9,4889";31;6;1;1;1;;0;"7,4164";"7,0967";"7,0967";"7,0967";"6,7806";"6,4682";"6,7806";"6,4682";"6,7806";"7,2561";"7,4164";"9,7506";"9,7506";"10,4465";"9,7506";"9,7506";"12,2383";"11,5129";"10,6224";"10,9764";"9,9234";"9,0672";"7,7397";"7,4164";"8,0665";"9,2369";"14,4803";"12,0559";"11,5129";"13,3472";"19,8542";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28150000;2;01/09/2009;;1;1;"9,7506";"6,1597";"7,7009";4;9;1;1;1;;0;"8,7303";"7,9027";"7,4164";"9,7506";"9,0672";"7,9027";"7,4164";"6,7806";"6,1597";"6,3134";"6,7806";"7,4164";"7,7397";"8,0665";"7,7397";"7,2561";"7,0967";"7,0967";"7,4164";"7,5776";"7,4164";"7,4164";"7,2561";"7,4164";"7,7397";"8,3967";"8,7303";"8,7303";"8,3967";"7,9027";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
28150000;2;01/08/2009;;1;1;"10,097";"6,4682";"8,2228";1;21;1;1;1;;0;"10,097";"9,7506";"9,4073";"9,2369";"9,0672";"8,7303";"8,5631";"8,3967";"8,0665";"8,0665";"7,9027";"7,7397";"7,7397";"7,4164";"7,0967";"7,0967";"6,7806";"6,7806";"6,6239";"6,6239";"6,4682";"6,7806";"7,7397";"8,3967";"9,7506";"9,2369";"8,7303";"8,3967";"9,2369";"9,5786";"9,4073";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28150000;2;01/07/2009;;1;1;"19,4416";"10,4465";"14,0778";1;31;1;1;1;;0;"19,4416";"18,8269";"18,4199";"18,0152";"17,6128";"17,0136";"16,4198";"16,0269";"15,6365";"15,2486";"14,8632";"14,6714";"14,4803";"14,1";"14,1";"13,7223";"12,9749";"12,6052";"12,2383";"12,2383";"11,8742";"11,6932";"11,5129";"11,8742";"12,2383";"12,2383";"11,8742";"11,6932";"11,5129";"10,799";"10,4465";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28150000;2;01/06/2009;;1;1;"84,9148";"20,0613";"37,3347";2;30;1;1;1;;0;"70,714";"84,9148";"78,3763";"70,0355";"65,3705";"58,0298";"49,3519";"44,8427";"40,4367";"37,7308";"35,7934";"33,8825";"31,9988";"31,0674";"29,9132";"28,7702";"28,3162";"27,4138";"26,519";"25,8528";"24,7524";"24,3156";"23,4482";"22,8029";"22,1623";"21,5264";"20,8953";"20,4772";"20,269";"20,0613";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
28150000;2;01/05/2009;;1;1;"193,2092";"38,2192";"76,3164";5;29;1;1;1;"0,0";0;"82,3434";"77,31";"90,9291";"145,975";"193,2092";"161,4726";"154,208";"98,7131";"87,1479";"78,3763";"71,7374";"68,3524";"66,6882";"63,0937";"60,8542";"60,2212";"60,2212";"65,6988";"66,6882";"68,018";"65,6988";"58,3405";"53,4603";"49,9296";"45,673";"42,9376";"41,4325";"38,7092";"38,2192";"49,9296";"60,2212";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28150000;2;01/04/2009;;1;1;"114,7356";"53,7596";"74,8004";1;6;1;1;1;;0;"114,7356";"100,7051";"85,6562";"60,8542";"54,3604";"53,7596";"59,5912";"63,4167";"67,3516";"70,714";"70,0355";"61,8094";"58,3405";"64,3902";"70,0355";"65,3705";"67,6844";"70,0355";"73,4582";"67,3516";"64,7162";"64,7162";"70,0355";"83,4409";"108,4417";"106,791";"94,7843";"84,9148";"83,0743";"83,4409";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
28150000;2;01/03/2009;;1;1;"128,26";"36,2753";"58,9982";29;13;1;1;1;;0;"74,8484";"72,7676";"67,3516";"58,6521";"51,681";"46,791";"43,4746";"43,1898";"45,9514";"42,1833";"42,1833";"38,7092";"36,2753";"36,7589";"37,244";"37,244";"39,2008";"60,2212";"55,8759";"52,271";"45,3955";"43,1898";"42,6858";"50,5103";"51,681";"64,0649";"74,4997";"113,4637";"128,26";"107,6149";"124,7034";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28150000;2;01/02/2009;;1;1;"89,4078";"35,7934";"53,3475";25;10;1;1;1;;0;"41,6824";"38,464";"40,1888";"37,9748";"37,244";"37,244";"37,244";"36,7589";"37,244";"35,7934";"37,9748";"36,2753";"35,7934";"37,9748";"40,1888";"55,2674";"55,2674";"61,4902";"68,018";"63,0937";"66,3576";"71,3955";"65,6988";"82,7085";"89,4078";"88,6515";"84,1764";"74,1518";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
28150000;2;01/01/2009;;1;1;"53,4603";"17,2128";"29,5126";29;15;1;1;1;;0;"31,0674";"28,7702";"29,6837";"29,6837";"29,226";"28,3162";"26,0744";"26,9654";"24,5338";"21,1051";"20,4772";"19,8542";"18,4199";"17,6128";"17,2128";"19,2361";"26,519";"27,8641";"29,4546";"27,6387";"27,8641";"32,702";"29,6837";"28,5429";"30,1431";"32,4672";"39,2008";"51,9757";"53,4603";"44,2931";"44,8427";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28150000;2;01/12/2008;;1;1;"67,3516";"26,519";"41,2223";5;14;1;1;1;;0;"48,4913";"52,271";"52,8641";"53,1618";"67,3516";"64,0649";"60,2212";"56,4874";"47,6376";"38,9548";"34,3577";"29,9132";"27,4138";"26,519";"26,742";"29,226";"29,6837";"29,6837";"30,1431";"36,2753";"38,7092";"41,183";"38,9548";"40,4367";"41,6824";"43,1898";"42,1833";"41,183";"39,694";"36,2753";"32,9372";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28150000;2;01/11/2008;;1;1;"47,0724";"7,7397";"17,0443";30;5;1;1;1;;0;"8,3967";"8,2312";"8,0665";"7,9027";"7,7397";"9,5786";"10,799";"13,7223";"15,6365";"17,8137";"17,4125";"13,7223";"13,1607";"13,7223";"15,6365";"14,1";"12,9749";"14,1";"13,7223";"13,3472";"20,8953";"19,4416";"20,269";"17,0136";"17,6128";"22,5889";"24,098";"36,2753";"36,2753";"47,0724";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
28150000;2;01/10/2008;;1;1;"12,6052";"4,6776";"8,8677";3;17;1;1;1;;0;"10,097";"11,5129";"12,6052";"12,2383";"12,0559";"10,097";"8,5631";"8,3967";"7,4164";"6,7806";"6,4682";"6,4682";"6,1597";"5,5544";"5,2578";"4,9655";"4,6776";"4,6776";"7,0967";"11,3333";"11,8742";"12,2383";"12,2383";"11,5129";"11,1545";"10,4465";"9,7506";"8,7303";"8,0665";"8,0665";"8,3967";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28150000;2;01/09/2008;;1;1;"8,7303";"3,841";"5,3532";30;18;1;1;1;;0;"5,756";"8,473";"8,3967";"7,7397";"6,7806";"5,855";"5,5544";"5,2578";"4,9655";"4,821";"4,6776";"4,3941";"4,3941";"4,1152";"4,1152";"3,9775";"3,9775";"3,841";"3,841";"3,841";"4,1152";"4,1152";"4,1152";"3,9775";"4,5352";"5,5544";"6,1597";"6,7806";"7,7397";"8,7303";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
28150000;2;01/08/2008;;1;1;"7,322";"4,8648";"5,8031";1;28;1;1;1;;0;"7,322";"7,1611";"7,0012";"6,8422";"6,6841";"6,6841";"6,6841";"6,3708";"6,3708";"6,3708";"6,3708";"6,0614";"6,0614";"5,9082";"5,756";"5,6048";"5,4547";"5,4547";"5,3056";"5,1576";"5,1576";"5,0106";"5,0106";"5,1576";"5,1576";"5,1576";"5,1576";"4,8648";"4,8648";"4,8648";"4,8648";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28150000;2;01/07/2008;;1;1;"12,5343";"7,322";"9,5556";1;30;1;1;1;;0;"12,5343";"12,1654";"11,7994";"11,7994";"11,4363";"11,0761";"11,0761";"10,7189";"10,7189";"10,3647";"10,1888";"10,0136";"9,6656";"9,6656";"9,3208";"9,3208";"9,1496";"9,3208";"9,3208";"8,9792";"8,6409";"8,6409";"8,306";"8,306";"7,9745";"7,9745";"7,81";"7,6465";"7,6465";"7,322";"7,322";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28150000;2;01/06/2008;;1;1;"30,1849";"12,7197";"19,2867";1;30;1;1;1;;0;"30,1849";"29,4915";"28,3451";"26,9849";"25,42";"24,317";"23,2266";"22,3637";"21,722";"20,8739";"20,4531";"20,0345";"19,2041";"18,7923";"18,3827";"17,7728";"17,3691";"17,1682";"16,9679";"16,569";"15,9753";"15,5826";"15,1924";"14,8047";"14,6119";"14,2281";"13,6574";"13,2803";"12,9059";"12,7197";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
28150000;2;01/05/2008;;1;1;"92,0779";"32,5256";"53,3996";12;31;1;1;1;"0,0";0;"54,6019";"54,3322";"54,063";"54,8718";"60,2212";"59,5912";"68,6875";"72,0801";"73,4582";"72,7676";"86,4006";"92,0779";"86,7739";"72,7676";"65,043";"57,1021";"51,1236";"47,4445";"44,3479";"42,0611";"39,3087";"36,8487";"34,9103";"33,9512";"34,4299";"33,9512";"34,4299";"35,3924";"35,3924";"34,4299";"32,5256";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28150000;2;01/04/2008;;1;1;"225,8423";"56,7711";"113,5461";3;30;1;1;1;"0,0";0;"105,152";"134,595";"225,8423";"213,7788";"176,1648";"135,9708";"119,455";"107,6149";"130,0556";"118,5904";"110,9396";"109,2714";"117,2989";"120,3225";"119,0223";"108,4417";"109,2714";"110,104";"113,4637";"136,4308";"129,1564";"105,152";"84,9148";"75,5479";"70,3744";"68,6875";"69,36";"65,043";"59,5912";"56,7711";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
28150000;2;01/03/2008;;1;1;"135,5115";"41,3057";"72,9634";17;1;1;1;1;"0,0";0;"41,3057";"58,0298";"66,6882";"76,9561";"71,3955";"56,7711";"50,0653";"45,8895";"50,5938";"51,6549";"48,4885";"52,1876";"58,9644";"62,1293";"82,7085";"110,9396";"135,5115";"118,1592";"95,9552";"82,7085";"83,0743";"79,8084";"75,5479";"73,4582";"74,8484";"79,4492";"74,1518";"74,4997";"72,0801";"76,9561";"80,8903";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28150000;2;01/02/2008;;1;1;"80,5289";"26,9849";"45,6892";2;28;1;1;1;"0,0";0;"36,6049";"80,5289";"77,6647";"71,7374";"75,5479";"57,7198";"56,4988";"55,9551";"54,8718";"51,1236";"42,5666";"35,8761";"33,7126";"32,0539";"46,4064";"39,8056";"32,0539";"36,1186";"41,3057";"44,3479";"43,3277";"39,8056";"39,8056";"38,3198";"35,3924";"33,7126";"29,2613";"26,9849";"35,8761";;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
28150000;2;01/01/2008;;1;1;"27,4364";"8,306";"15,8663";31;7;1;1;1;;0;"8,8097";"8,9792";"10,0136";"10,8971";"10,0136";"8,9792";"8,306";"8,306";"8,306";"13,0927";"19,6182";"18,1789";"16,7681";"15,1924";"14,4197";"13,4685";"12,5343";"12,5343";"16,1726";"22,1492";"22,7941";"19,6182";"21,722";"22,5786";"23,0101";"19,6182";"18,7923";"22,1492";"19,8261";"17,5707";"27,4364";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28150000;2;01/12/2007;;1;1;"14,8047";"6,3708";"10,1708";10;18;1;1;1;;0;"14,2281";"13,6574";"11,4363";"10,3647";"9,3208";"8,306";"7,81";"7,4838";"9,3208";"14,8047";"13,2803";"10,8971";"9,3208";"8,1398";"7,322";"7,0012";"6,527";"6,3708";"7,322";"11,4363";"11,2558";"12,5343";"10,3647";"12,3495";"12,1654";"12,1654";"11,4363";"10,3647";"9,6656";"9,4928";"9,1496";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28150000;2;01/11/2007;;1;1;"15,1924";"4,8648";"7,3366";30;19;1;1;1;;0;"7,6465";"8,6409";"7,81";"7,1611";"6,6841";"6,3708";"6,2156";"6,527";"6,527";"6,3708";"7,0012";"6,6841";"6,3708";"6,3708";"5,9082";"5,6048";"5,3056";"5,0106";"4,8648";"6,3708";"6,6841";"6,527";"6,0614";"5,756";"6,3708";"7,81";"10,1888";"11,2558";"14,8047";"15,1924";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
28150000;2;01/10/2007;;1;1;"12,1654";"4,0136";"7,1081";26;1;1;1;1;;0;"4,0136";"4,0136";"4,0136";"4,0136";"6,0614";"6,3708";"6,6841";"6,6841";"6,3708";"6,0614";"5,756";"5,4547";"5,756";"7,1611";"7,322";"7,322";"7,6465";"7,6465";"6,8422";"6,0614";"5,756";"5,9082";"11,0761";"11,2558";"11,7994";"12,1654";"10,3647";"8,473";"7,9745";"7,0012";"7,322";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28150000;2;01/09/2007;;1;1;"4,7201";"3,7395";"4,1039";1;13;1;1;1;;0;"4,7201";"4,5764";"4,2927";"4,1526";"4,0136";"4,0136";"4,0136";"3,8759";"3,8759";"4,0136";"4,0136";"3,8759";"3,7395";"3,7395";"3,7395";"3,7395";"3,7395";"3,8759";"4,0136";"4,0136";"4,0136";"4,0136";"4,2927";"4,2927";"4,2927";"4,5764";"4,5764";"4,5764";"4,2927";"4,1526";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
